lp,Residuo tipo,Kg,Origen,Comentarios,,,,,,,,,,,,,,,,
24/2/2021,Pet cristal,329,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Pet color,44,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Cartón,60,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Cartón segunda,159,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Planilla blanca,49,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Diario,10,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Vidrio,427,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Tapitas,11,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Plástico,99,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Aluminio,12,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Hojalata,76,Puntos Verdes,,,,,,,,,,,,,,,,,
24/2/2021,Rechazo (basura),308,Puntos Verdes,,,,,,,,,,,,,,,,,
26/2/2021,Tetra,209,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
26/2/2021,Pet cristal,735,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Pet color,92,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Cartón,1807,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Cartón segunda,1116,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Diario,108,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Revista,177,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Planilla blanca,664,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Vidrio,2986,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Tapitas,32,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Aluminio,200,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Plástico,532,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Nylon,78,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Hojalata,426,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Descarte,509,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/2/2021,Rechazo (basura),11930,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Tetra,167,Recolección Diferenciada,9 camiones,,,,,,,,,,,,,,,,
5/3/2021,Pet cristal,797,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Pet color,74,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Cartón,1979,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Cartón segunda,1182,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Diario,83,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Revista,154,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Planilla blanca,837,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Vidrio,2767,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Tapitas,38,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Aluminio,205,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Plástico,490,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Hojalata,281,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Descarte,3042,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/3/2021,Rechazo (basura),10159,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/3/2021,Tetra,33,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Pet cristal,226,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Pet color,33,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Cartón,173,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Cartón segunda,89,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Vidrio,471,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Plástico,58,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Aluminio,34,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Hojalata,80,Puntos Verdes,,,,,,,,,,,,,,,,,
10/3/2021,Rechazo (basura),251,Puntos Verdes,,,,,,,,,,,,,,,,,
12/3/2021,Tetra,198,Recolección Diferenciada,9 camiones,,,,,,,,,,,,,,,,
12/3/2021,Pet cristal,799,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Pet color,127,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Cartón,2828,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Cartón segunda,1395,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Diario,115,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Revista,191,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Planilla blanca,671,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Vidrio,2626,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Tapitas,26,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Aluminio,215,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Plástico,410,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Nylon,24,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Hojalata,441,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Descarte,1579,Recolección Diferenciada,,,,,,,,,,,,,,,,,
12/3/2021,Rechazo (basura),12281,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Tetra,298,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
19/3/2021,Pet cristal,482,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Pet color,76,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Cartón,1474,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Cartón segunda,1062,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Diario,122,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Revista,149,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Planilla blanca,606,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Vidrio,1829,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Tapitas,31,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Aluminio,145,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Plástico,349,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Nylon,40,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Hojalata,406,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Descarte,1984,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/3/2021,Rechazo (basura),9271,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/3/2021,Tetra,49,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Pet cristal,224,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Pet color,29,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Cartón,135,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Cartón segunda,144,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Vidrio,627,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Aluminio,23,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Plástico,102,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Hojalata,42,Puntos Verdes,,,,,,,,,,,,,,,,,
24/3/2021,Rechazo (basura),235,Puntos Verdes,,,,,,,,,,,,,,,,,
26/3/2021,Tetra,212,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
26/3/2021,Pet cristal,689,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Pet color,70,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Cartón,1450,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Cartón segunda,1127,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Diario,67,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Revista,170,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Planilla blanca,557,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Vidrio,5532,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Tapitas,16,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Aluminio,158,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Plástico,512,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Hojalata,401,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Descarte,4530,Recolección Diferenciada,,,,,,,,,,,,,,,,,
26/3/2021,Rechazo (basura),6735,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Tetra,116,Recolección Diferenciada,7 camiones,,,,,,,,,,,,,,,,
2/4/2021,Pet cristal,419,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Pet color,56,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Cartón,1127,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Cartón segunda,852,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Diario,48,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Revista,59,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Planilla blanca,307,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Vidrio,1259,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Tapitas,16,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Aluminio,110,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Plástico,268,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Hojalata,189,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Descarte,3050,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/4/2021,Rechazo (basura),6129,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Tetra,177,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
9/4/2021,Pet cristal,562,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Pet color,85,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Cartón,1283,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Cartón segunda,1318,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Planilla blanca,520,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Vidrio,1995,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Aluminio,216,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Plástico,437,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Nylon,20,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Hojalata,338,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Descarte,1060,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/4/2021,Rechazo (basura),12930,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Tetra,338,Recolección Diferenciada,9 CAMIONES,,,,,,,,,,,,,,,,
16/4/2021,Pet cristal,420,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Pet color,70,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Cartón,3153,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Cartón segunda,855,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Diario,70,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Revista,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Planilla blanca,693,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Vidrio,1906,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Tapitas,49,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Aluminio,168,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Plástico,405,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Nylon,42,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Hojalata,384,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Descarte,2050,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/4/2021,Rechazo (basura),8566,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2021,Tetra,14,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Pet cristal,166,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Pet color,31,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Cartón,49,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Cartón segunda,98,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Diario,28,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Revista,85,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Planilla blanca,115,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Vidrio,479,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Aluminio,16,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Plástico,155,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Hojalata,77,Puntos Verdes,,,,,,,,,,,,,,,,,
22/4/2021,Rechazo (basura),71,Puntos Verdes,,,,,,,,,,,,,,,,,
23/4/2021,Tetra,101,Recolección Diferenciada,7 camiones,,,,,,,,,,,,,,,,
23/4/2021,Pet cristal,442,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Pet color,50,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Cartón,982,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Cartón segunda,859,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Diario,44,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Revista,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Planilla blanca,246,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Vidrio,1915,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Tapitas,32,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Aluminio,116,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Plástico,323,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Nylon,38,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Hojalata,316,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Descarte,2510,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/4/2021,Rechazo (basura),6245,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Tetra,164,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
30/4/2021,Pet cristal,473,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Pet color,74,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Cartón,1004,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Cartón segunda,971,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Diario,90,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Revista,95,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Planilla blanca,312,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Vidrio,2080,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Tapitas,39,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Aluminio,154,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Plástico,472,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Hojalata,336,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Descarte,1980,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/4/2021,Rechazo (basura),9224,Recolección Diferenciada,,,,,,,,,,,,,,,,,
5/5/2021,Tetra,32,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Pet cristal,103,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Pet color,37,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Cartón,58,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Cartón segunda,75,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Diario,5,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Planilla blanca,22,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Vidrio,353,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Tapitas,35,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Aluminio,10,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Plástico,63,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Hojalata,76,Puntos Verdes,,,,,,,,,,,,,,,,,
5/5/2021,Rechazo (basura),226,Puntos Verdes,,,,,,,,,,,,,,,,,
7/5/2021,Tetra,178,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Pet cristal,483,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Pet color,63,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Cartón,963,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Cartón segunda,1278,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Diario,70,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Revista,228,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Planilla blanca,332,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Vidrio,1759,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Tapitas,29,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Aluminio,134,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Plástico,301,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Nylon,30,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Hojalata,310,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Descarte,2150,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/5/2021,Rechazo (basura),9199,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Tetra,173,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
14/5/2021,Pet cristal,413,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Pet color,57,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Cartón,1127,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Cartón segunda,919,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Diario,72,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Revista,77,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Planilla blanca,399,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Vidrio,1866,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Tapitas,49,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Aluminio,156,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Plástico,355,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Nylon,66,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Hojalata,299,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Descarte,1700,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/5/2021,Rechazo (basura),9910,Recolección Diferenciada,,,,,,,,,,,,,,,,,
19/5/2021,Tetra,58,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Pet cristal,195,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Pet color,80,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Cartón,76,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Cartón segunda,98,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Diario,20,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Planilla blanca,57,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Vidrio,220,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Tapitas,20,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Aluminio,11,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Plástico,71,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Hojalata,53,Puntos Verdes,,,,,,,,,,,,,,,,,
19/5/2021,Rechazo (basura),284,Puntos Verdes,,,,,,,,,,,,,,,,,
21/5/2021,Tetra,181,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
21/5/2021,Pet cristal,515,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Pet color,66,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Cartón,1369,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Cartón segunda,1035,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Diario,53,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Revista,76,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Planilla blanca,381,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Vidrio,1612,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Tapitas,24,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Aluminio,161,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Plástico,404,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Nylon,40,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Hojalata,325,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Descarte,2110,Recolección Diferenciada,,,,,,,,,,,,,,,,,
21/5/2021,Rechazo (basura),11692,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Tetra,172,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Pet cristal,455,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
28/5/2021,Pet color,81,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Cartón,1321,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Cartón segunda,1275,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Diario,61,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Revista,104,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Planilla blanca,417,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Vidrio,2387,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Tapitas,24,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Aluminio,129,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Plástico,460,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Nylon,50,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Hojalata,386,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Descarte,1500,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/5/2021,Rechazo (basura),11550,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/6/2021,Tetra,36,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Pet cristal,183,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Pet color,30,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Cartón,61,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Cartón segunda,95,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Planilla blanca,20,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Vidrio,292,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Tapitas,27,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Aluminio,28,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Plástico,95,Puntos Verdes,,,,,,,,,,,,,,,,,
2/6/2021,Hojalata,97,Puntos Verdes,,,,,,,,,,,,,,,,,
4/6/2021,Tetra,374,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
4/6/2021,Pet cristal,582,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Pet color,68,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Cartón,1031,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Cartón segunda,1130,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Diario,72,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Revista,80,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Planilla blanca,293,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Vidrio,2018,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Tapitas,28,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Aluminio,144,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Plástico,356,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Nylon,71,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Hojalata,325,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Descarte,1620,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/6/2021,Rechazo (basura),11473,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Tetra,168,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
11/6/2021,Pet cristal,462,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Pet color,57,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Cartón,1022,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Cartón segunda,1256,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Diario,47,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Revista,55,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/6/2021,Planilla blanca,408,Recolección Diferenciada,,,,,,,,,,,,,,,,,
